2021-01-01|ITEM001|Laptop|1200.0|1|0|1200.0
2022-12-12|ITEM002|Phone|799.0|1|1|0.0
2023-12-12|ITEM002|Phone|799.0|1|1|0.0
2024-09-23|ITEM001|Laptop|1200.0|3|1|2400.0
2024-11-11|ITEM001|Laptop|1200.0|1|1|0.0
2024-12-12|ITEM001|Laptop|1200.0|1|0|1200.0
2024-12-13|ITEM001|Laptop|1200.0|4|2|2400.0
2024-12-14|ITEM001|Laptop|1200.0|8|2|7200.0
2024-12-15|ITEM001|Laptop|1200.0|2|1|1200.0
2024-12-18|ITEM001|Laptop|1200.0|5|2|3600.0
2024-12-19|ITEM002|Phone|799.0|3|1|1598.0
2024-12-20|ITEM004|Refrigerator|300.0|7|5|600.0
2024-12-21|ITEM002|Phone|799.0|2|2|0.0
2024-12-22|ITEM004|Refrigerator|300.0|8|4|1200.0
2024-12-24|ITEM001|Laptop|1200.0|3|1|2400.0
2024-12-25|ITEM003|Refrigerator|500.0|4|2|2000.0
2024-12-26|ITEM004|Refrigerator|300.0|9|6|900.0
2024-12-27|ITEM002|Phone|799.0|5|3|2400.0
2024-12-28|ITEM001|Laptop|1200.0|10|4|4800.0
2024-01-01|ITEM001|Laptop|1200.0|1|0|1200.0
2024-12-17|ITEM001|Laptop|1200.0|1|0|1200.0
2024-12-17|ITEM002|Phone|799.0|1|0|799.0
